  0.0000000E+00  0.1000000E+00  0.2000000E+00  0.3000000E+00  0.4000000E+00
  0.5000000E+00  0.6000000E+00  0.7000000E+00  0.8000000E+00  0.9000000E+00
  0.1000000E+01  0.1100000E+01  0.1200000E+01  0.1300000E+01  0.1400000E+01
  0.1500000E+01  0.1600000E+01  0.1700000E+01  0.1800000E+01  0.1900000E+01
  0.2000000E+01  0.2100000E+01  0.2200000E+01  0.2300000E+01  0.2400000E+01
  0.2500000E+01  0.2600000E+01  0.2700000E+01  0.2800000E+01  0.2900000E+01
  0.3000000E+01  0.3100000E+01  0.3200000E+01  0.3300000E+01  0.3400000E+01
  0.3500000E+01  0.3600000E+01  0.3700000E+01  0.3800000E+01  0.3900000E+01
  0.4000000E+01  0.4100000E+01  0.4200000E+01  0.4300000E+01  0.4400000E+01
  0.4500000E+01  0.4600000E+01  0.4700000E+01  0.4800000E+01  0.4900000E+01
  0.5000000E+01  0.5100000E+01  0.5200000E+01  0.5300000E+01  0.5400000E+01
  0.5500000E+01  0.5600000E+01  0.5700000E+01  0.5800000E+01  0.5900000E+01
  0.6000000E+01 -0.1000000E+00 -0.2000000E+00 -0.3000000E+00 -0.4000000E+00
 -0.5000000E+00 -0.6000000E+00 -0.7000000E+00 -0.8000000E+00 -0.9000000E+00
 -0.1000000E+01 -0.1100000E+01 -0.1200000E+01 -0.1300000E+01 -0.1400000E+01
 -0.1500000E+01 -0.1600000E+01 -0.1700000E+01 -0.1800000E+01 -0.1900000E+01
 -0.2000000E+01 -0.2100000E+01 -0.2200000E+01 -0.2300000E+01 -0.2400000E+01
 -0.2500000E+01 -0.2600000E+01 -0.2700000E+01 -0.2800000E+01 -0.2900000E+01
 -0.3000000E+01  0.3000000E+00  0.2000000E+00  0.1000000E+00  0.0000000E+00
 -0.1000000E+00 -0.2000000E+00 -0.3000000E+00 -0.4000000E+00 -0.5000000E+00
 -0.6000000E+00 -0.7000000E+00 -0.8000000E+00 -0.9000000E+00 -0.1000000E+01
 -0.1100000E+01 -0.1200000E+01 -0.1300000E+01 -0.1400000E+01 -0.1500000E+01
 -0.1600000E+01 -0.1700000E+01 -0.1800000E+01 -0.1900000E+01 -0.2000000E+01
 -0.2100000E+01 -0.2200000E+01 -0.2300000E+01 -0.2400000E+01 -0.2500000E+01
 -0.2600000E+01 -0.2700000E+01 -0.2800000E+01 -0.2900000E+01 -0.3000000E+01
 -0.3100000E+01 -0.3200000E+01 -0.3300000E+01 -0.3400000E+01 -0.3500000E+01
 -0.3600000E+01 -0.3700000E+01 -0.3800000E+01 -0.3900000E+01 -0.4000000E+01
 -0.4100000E+01 -0.4200000E+01 -0.4300000E+01 -0.4400000E+01 -0.4500000E+01
 -0.4600000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  0.0000000E+00  0.5204077E-02  0.2428328E-01  0.6320947E-01
  0.1278571E+00  0.2195812E+00  0.3335368E+00  0.4595979E+00  0.5851769E+00
  0.6985748E+00  0.7918267E+00  0.8621530E+00  0.9114181E+00  0.9440703E+00
